,exercise_id,scale,chord_progression,tempo,barre_chords_metric,major_minor_chords_metric,special_chords,tempo_mattric,chord_vector,barre_chords_metric_scaled,major_minor_chords_metric_scaled,special_chords_scaled,tempo_mattric_scaled,feature_vector
19,2,Em,"Em,C,G,D,D7",150,0,5,0,0.6875,[0 0 0 ... 0 0 0],0.0,1.0,0.0,0.6875,[0.     0.     0.     ... 1.     0.     0.6875]
20,2,Em,"Em,C,G,D,D7",175,0,5,0,0.84375,[0 0 0 ... 0 0 0],0.0,1.0,0.0,0.84375,[0.      0.      0.      ... 1.      0.      0.84375]
21,2,Em,"Em,C,G,D,D7",200,0,5,0,1.0,[0 0 0 ... 0 0 0],0.0,1.0,0.0,1.0,[0. 0. 0. ... 1. 0. 1.]
22,3,C,"C,F,Am,G,G7",40,2,4,0,0.0,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.0,[0.  0.  0.  ... 0.5 0.  0. ]
23,3,C,"C,F,Am,G,G7",50,2,4,0,0.0625,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.0625,[0.     0.     0.     ... 0.5    0.     0.0625]
24,3,C,"C,F,Am,G,G7",60,2,4,0,0.125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.125,[0.    0.    0.    ... 0.5   0.    0.125]
25,3,C,"C,F,Am,G,G7",70,2,4,0,0.1875,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.1875,[0.     0.     0.     ... 0.5    0.     0.1875]
26,3,C,"C,F,Am,G,G7",80,2,4,0,0.25,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.25,[0.   0.   0.   ... 0.5  0.   0.25]
27,3,C,"C,F,Am,G,G7",90,2,4,0,0.3125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.3125,[0.     0.     0.     ... 0.5    0.     0.3125]
28,3,C,"C,F,Am,G,G7",100,2,4,0,0.375,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.375,[0.    0.    0.    ... 0.5   0.    0.375]
29,3,C,"C,F,Am,G,G7",125,2,4,0,0.53125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.53125,[0.      0.      0.      ... 0.5     0.      0.53125]
30,3,C,"C,F,Am,G,G7",150,2,4,0,0.6875,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.6875,[0.     0.     0.     ... 0.5    0.     0.6875]
31,3,C,"C,F,Am,G,G7",175,2,4,0,0.84375,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.84375,[0.      0.      0.      ... 0.5     0.      0.84375]
32,3,C,"C,F,Am,G,G7",200,2,4,0,1.0,[0 0 0 ... 0 0 0],0.5,0.5,0.0,1.0,[0.  0.  0.  ... 0.5 0.  1. ]
33,4,Am,"Am,F,C,G,G7",40,2,4,0,0.0,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.0,[0.  0.  0.  ... 0.5 0.  0. ]
34,4,Am,"Am,F,C,G,G7",50,2,4,0,0.0625,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.0625,[0.     0.     0.     ... 0.5    0.     0.0625]
35,4,Am,"Am,F,C,G,G7",60,2,4,0,0.125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.125,[0.    0.    0.    ... 0.5   0.    0.125]
36,4,Am,"Am,F,C,G,G7",70,2,4,0,0.1875,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.1875,[0.     0.     0.     ... 0.5    0.     0.1875]
37,4,Am,"Am,F,C,G,G7",80,2,4,0,0.25,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.25,[0.   0.   0.   ... 0.5  0.   0.25]
38,4,Am,"Am,F,C,G,G7",90,2,4,0,0.3125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.3125,[0.     0.     0.     ... 0.5    0.     0.3125]
39,4,Am,"Am,F,C,G,G7",100,2,4,0,0.375,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.375,[0.    0.    0.    ... 0.5   0.    0.375]
40,4,Am,"Am,F,C,G,G7",125,2,4,0,0.53125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.53125,[0.      0.      0.      ... 0.5     0.      0.53125]
41,4,Am,"Am,F,C,G,G7",150,2,4,0,0.6875,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.6875,[0.     0.     0.     ... 0.5    0.     0.6875]
42,4,Am,"Am,F,C,G,G7",175,2,4,0,0.84375,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.84375,[0.      0.      0.      ... 0.5     0.      0.84375]
43,4,Am,"Am,F,C,G,G7",200,2,4,0,1.0,[0 0 0 ... 0 0 0],0.5,0.5,0.0,1.0,[0.  0.  0.  ... 0.5 0.  1. ]
44,5,D,"D,G,Bm,A,A7",40,2,4,0,0.0,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.0,[0.  0.  0.  ... 0.5 0.  0. ]
45,5,D,"D,G,Bm,A,A7",50,2,4,0,0.0625,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.0625,[0.     0.     0.     ... 0.5    0.     0.0625]
46,5,D,"D,G,Bm,A,A7",60,2,4,0,0.125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.125,[0.    0.    0.    ... 0.5   0.    0.125]
47,5,D,"D,G,Bm,A,A7",70,2,4,0,0.1875,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.1875,[0.     0.     0.     ... 0.5    0.     0.1875]
48,5,D,"D,G,Bm,A,A7",80,2,4,0,0.25,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.25,[0.   0.   0.   ... 0.5  0.   0.25]
49,5,D,"D,G,Bm,A,A7",90,2,4,0,0.3125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.3125,[0.     0.     0.     ... 0.5    0.     0.3125]
50,5,D,"D,G,Bm,A,A7",100,2,4,0,0.375,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.375,[0.    0.    0.    ... 0.5   0.    0.375]
51,5,D,"D,G,Bm,A,A7",125,2,4,0,0.53125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.53125,[0.      0.      0.      ... 0.5     0.      0.53125]
52,5,D,"D,G,Bm,A,A7",150,2,4,0,0.6875,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.6875,[0.     0.     0.     ... 0.5    0.     0.6875]
53,5,D,"D,G,Bm,A,A7",175,2,4,0,0.84375,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.84375,[0.      0.      0.      ... 0.5     0.      0.84375]
54,5,D,"D,G,Bm,A,A7",200,2,4,0,1.0,[0 0 0 ... 0 0 0],0.5,0.5,0.0,1.0,[0.  0.  0.  ... 0.5 0.  1. ]
55,6,Bm,"Bm,G,D,A,A7",40,2,4,0,0.0,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.0,[0.  0.  0.  ... 0.5 0.  0. ]
56,6,Bm,"Bm,G,D,A,A7",50,2,4,0,0.0625,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.0625,[0.     0.     0.     ... 0.5    0.     0.0625]
57,6,Bm,"Bm,G,D,A,A7",60,2,4,0,0.125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.125,[0.    0.    0.    ... 0.5   0.    0.125]
58,6,Bm,"Bm,G,D,A,A7",70,2,4,0,0.1875,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.1875,[0.     0.     0.     ... 0.5    0.     0.1875]
59,6,Bm,"Bm,G,D,A,A7",80,2,4,0,0.25,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.25,[0.   0.   0.   ... 0.5  0.   0.25]
60,6,Bm,"Bm,G,D,A,A7",90,2,4,0,0.3125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.3125,[0.     0.     0.     ... 0.5    0.     0.3125]
61,6,Bm,"Bm,G,D,A,A7",100,2,4,0,0.375,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.375,[0.    0.    0.    ... 0.5   0.    0.375]
62,6,Bm,"Bm,G,D,A,A7",125,2,4,0,0.53125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.53125,[0.      0.      0.      ... 0.5     0.      0.53125]
63,6,Bm,"Bm,G,D,A,A7",150,2,4,0,0.6875,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.6875,[0.     0.     0.     ... 0.5    0.     0.6875]
64,6,Bm,"Bm,G,D,A,A7",175,2,4,0,0.84375,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.84375,[0.      0.      0.      ... 0.5     0.      0.84375]
65,6,Bm,"Bm,G,D,A,A7",200,2,4,0,1.0,[0 0 0 ... 0 0 0],0.5,0.5,0.0,1.0,[0.  0.  0.  ... 0.5 0.  1. ]
66,7,Am,"A,D,F#m,E,E7",40,2,4,0,0.0,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.0,[0.  0.  0.  ... 0.5 0.  0. ]
67,7,Am,"A,D,F#m,E,E7",50,2,4,0,0.0625,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.0625,[0.     0.     0.     ... 0.5    0.     0.0625]
68,7,Am,"A,D,F#m,E,E7",60,2,4,0,0.125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.125,[0.    0.    0.    ... 0.5   0.    0.125]
69,7,Am,"A,D,F#m,E,E7",70,2,4,0,0.1875,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.1875,[0.     0.     0.     ... 0.5    0.     0.1875]
70,7,Am,"A,D,F#m,E,E7",80,2,4,0,0.25,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.25,[0.   0.   0.   ... 0.5  0.   0.25]
71,7,Am,"A,D,F#m,E,E7",90,2,4,0,0.3125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.3125,[0.     0.     0.     ... 0.5    0.     0.3125]
72,7,Am,"A,D,F#m,E,E7",100,2,4,0,0.375,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.375,[0.    0.    0.    ... 0.5   0.    0.375]
73,7,Am,"A,D,F#m,E,E7",125,2,4,0,0.53125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.53125,[0.      0.      0.      ... 0.5     0.      0.53125]
74,7,Am,"A,D,F#m,E,E7",150,2,4,0,0.6875,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.6875,[0.     0.     0.     ... 0.5    0.     0.6875]
75,7,Am,"A,D,F#m,E,E7",175,2,4,0,0.84375,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.84375,[0.      0.      0.      ... 0.5     0.      0.84375]
76,7,Am,"A,D,F#m,E,E7",200,2,4,0,1.0,[0 0 0 ... 0 0 0],0.5,0.5,0.0,1.0,[0.  0.  0.  ... 0.5 0.  1. ]
77,8,F#m,"F#m,D,A,E,E7",40,2,4,0,0.0,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.0,[0.  0.  0.  ... 0.5 0.  0. ]
78,8,F#m,"F#m,D,A,E,E7",50,2,4,0,0.0625,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.0625,[0.     0.     0.     ... 0.5    0.     0.0625]
79,8,F#m,"F#m,D,A,E,E7",60,2,4,0,0.125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.125,[0.    0.    0.    ... 0.5   0.    0.125]
80,8,F#m,"F#m,D,A,E,E7",70,2,4,0,0.1875,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.1875,[0.     0.     0.     ... 0.5    0.     0.1875]
81,8,F#m,"F#m,D,A,E,E7",80,2,4,0,0.25,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.25,[0.   0.   0.   ... 0.5  0.   0.25]
82,8,F#m,"F#m,D,A,E,E7",90,2,4,0,0.3125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.3125,[0.     0.     0.     ... 0.5    0.     0.3125]
83,8,F#m,"F#m,D,A,E,E7",100,2,4,0,0.375,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.375,[0.    0.    0.    ... 0.5   0.    0.375]
84,8,F#m,"F#m,D,A,E,E7",125,2,4,0,0.53125,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.53125,[0.      0.      0.      ... 0.5     0.      0.53125]
85,8,F#m,"F#m,D,A,E,E7",150,2,4,0,0.6875,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.6875,[0.     0.     0.     ... 0.5    0.     0.6875]
86,8,F#m,"F#m,D,A,E,E7",175,2,4,0,0.84375,[0 0 0 ... 0 0 0],0.5,0.5,0.0,0.84375,[0.      0.      0.      ... 0.5     0.      0.84375]
87,8,F#m,"F#m,D,A,E,E7",200,2,4,0,1.0,[0 0 0 ... 0 0 0],0.5,0.5,0.0,1.0,[0.  0.  0.  ... 0.5 0.  1. ]
88,9,Em,"E,A,C#m,B,B7",40,4,3,0,0.0,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.0,[0. 0. 0. ... 0. 0. 0.]
89,9,Em,"E,A,C#m,B,B7",50,4,3,0,0.0625,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.0625,[0.     0.     0.     ... 0.     0.     0.0625]
90,9,Em,"E,A,C#m,B,B7",60,4,3,0,0.125,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.125,[0.    0.    0.    ... 0.    0.    0.125]
91,9,Em,"E,A,C#m,B,B7",70,4,3,0,0.1875,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.1875,[0.     0.     0.     ... 0.     0.     0.1875]
92,9,Em,"E,A,C#m,B,B7",80,4,3,0,0.25,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.25,[0.   0.   0.   ... 0.   0.   0.25]
93,9,Em,"E,A,C#m,B,B7",90,4,3,0,0.3125,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.3125,[0.     0.     0.     ... 0.     0.     0.3125]
94,9,Em,"E,A,C#m,B,B7",100,4,3,0,0.375,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.375,[0.    0.    0.    ... 0.    0.    0.375]
95,9,Em,"E,A,C#m,B,B7",125,4,3,0,0.53125,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.53125,[0.      0.      0.      ... 0.      0.      0.53125]
96,9,Em,"E,A,C#m,B,B7",150,4,3,0,0.6875,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.6875,[0.     0.     0.     ... 0.     0.     0.6875]
97,9,Em,"E,A,C#m,B,B7",175,4,3,0,0.84375,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.84375,[0.      0.      0.      ... 0.      0.      0.84375]
98,9,Em,"E,A,C#m,B,B7",200,4,3,0,1.0,[0 0 0 ... 0 0 0],1.0,0.0,0.0,1.0,[0. 0. 0. ... 0. 0. 1.]
99,10,C#m,"C#m,A,E,B,B7",40,4,3,0,0.0,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.0,[0. 0. 0. ... 0. 0. 0.]
100,10,C#m,"C#m,A,E,B,B7",50,4,3,0,0.0625,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.0625,[0.     0.     0.     ... 0.     0.     0.0625]
101,10,C#m,"C#m,A,E,B,B7",60,4,3,0,0.125,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.125,[0.    0.    0.    ... 0.    0.    0.125]
102,10,C#m,"C#m,A,E,B,B7",70,4,3,0,0.1875,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.1875,[0.     0.     0.     ... 0.     0.     0.1875]
103,10,C#m,"C#m,A,E,B,B7",80,4,3,0,0.25,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.25,[0.   0.   0.   ... 0.   0.   0.25]
104,10,C#m,"C#m,A,E,B,B7",90,4,3,0,0.3125,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.3125,[0.     0.     0.     ... 0.     0.     0.3125]
105,10,C#m,"C#m,A,E,B,B7",100,4,3,0,0.375,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.375,[0.    0.    0.    ... 0.    0.    0.375]
106,10,C#m,"C#m,A,E,B,B7",125,4,3,0,0.53125,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.53125,[0.      0.      0.      ... 0.      0.      0.53125]
107,10,C#m,"C#m,A,E,B,B7",150,4,3,0,0.6875,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.6875,[0.     0.     0.     ... 0.     0.     0.6875]
108,10,C#m,"C#m,A,E,B,B7",175,4,3,0,0.84375,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.84375,[0.      0.      0.      ... 0.      0.      0.84375]
109,10,C#m,"C#m,A,E,B,B7",200,4,3,0,1.0,[0 0 0 ... 0 0 0],1.0,0.0,0.0,1.0,[0. 0. 0. ... 0. 0. 1.]
110,11,F#m,"F,Bb,Dm,C,C7",40,4,3,0,0.0,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.0,[0. 0. 0. ... 0. 0. 0.]
111,11,F#m,"F,Bb,Dm,C,C7",50,4,3,0,0.0625,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.0625,[0.     0.     0.     ... 0.     0.     0.0625]
112,11,F#m,"F,Bb,Dm,C,C7",60,4,3,0,0.125,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.125,[0.    0.    0.    ... 0.    0.    0.125]
113,11,F#m,"F,Bb,Dm,C,C7",70,4,3,0,0.1875,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.1875,[0.     0.     0.     ... 0.     0.     0.1875]
114,11,F#m,"F,Bb,Dm,C,C7",80,4,3,0,0.25,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.25,[0.   0.   0.   ... 0.   0.   0.25]
115,11,F#m,"F,Bb,Dm,C,C7",90,4,3,0,0.3125,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.3125,[0.     0.     0.     ... 0.     0.     0.3125]
116,11,F#m,"F,Bb,Dm,C,C7",100,4,3,0,0.375,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.375,[0.    0.    0.    ... 0.    0.    0.375]
117,11,F#m,"F,Bb,Dm,C,C7",125,4,3,0,0.53125,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.53125,[0.      0.      0.      ... 0.      0.      0.53125]
118,11,F#m,"F,Bb,Dm,C,C7",150,4,3,0,0.6875,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.6875,[0.     0.     0.     ... 0.     0.     0.6875]
119,11,F#m,"F,Bb,Dm,C,C7",175,4,3,0,0.84375,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.84375,[0.      0.      0.      ... 0.      0.      0.84375]
120,11,F#m,"F,Bb,Dm,C,C7",200,4,3,0,1.0,[0 0 0 ... 0 0 0],1.0,0.0,0.0,1.0,[0. 0. 0. ... 0. 0. 1.]
121,12,Dm,"Dm,Bb,F,C,C7",40,4,3,0,0.0,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.0,[0. 0. 0. ... 0. 0. 0.]
122,12,Dm,"Dm,Bb,F,C,C7",50,4,3,0,0.0625,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.0625,[0.     0.     0.     ... 0.     0.     0.0625]
123,12,Dm,"Dm,Bb,F,C,C7",60,4,3,0,0.125,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.125,[0.    0.    0.    ... 0.    0.    0.125]
124,12,Dm,"Dm,Bb,F,C,C7",70,4,3,0,0.1875,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.1875,[0.     0.     0.     ... 0.     0.     0.1875]
125,12,Dm,"Dm,Bb,F,C,C7",80,4,3,0,0.25,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.25,[0.   0.   0.   ... 0.   0.   0.25]
126,12,Dm,"Dm,Bb,F,C,C7",90,4,3,0,0.3125,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.3125,[0.     0.     0.     ... 0.     0.     0.3125]
127,12,Dm,"Dm,Bb,F,C,C7",100,4,3,0,0.375,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.375,[0.    0.    0.    ... 0.    0.    0.375]
128,12,Dm,"Dm,Bb,F,C,C7",125,4,3,0,0.53125,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.53125,[0.      0.      0.      ... 0.      0.      0.53125]
129,12,Dm,"Dm,Bb,F,C,C7",150,4,3,0,0.6875,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.6875,[0.     0.     0.     ... 0.     0.     0.6875]
130,12,Dm,"Dm,Bb,F,C,C7",175,4,3,0,0.84375,[0 0 0 ... 0 0 0],1.0,0.0,0.0,0.84375,[0.      0.      0.      ... 0.      0.      0.84375]
131,12,Dm,"Dm,Bb,F,C,C7",200,4,3,0,1.0,[0 0 0 ... 0 0 0],1.0,0.0,0.0,1.0,[0. 0. 0. ... 0. 0. 1.]
